text,label
#conservatives have been playing defense WAY too long. ENOUGH. #WakeUp #MakeAmericaGreatAgain #DemocratsDividingAndDestroyingAmerica ,0
#Tories #Labour #GE2017 #Conservatives Conservatives Rehman_Chishti: A wonderful experience reading Elmer the Elephant to young Karachiites at pkBritish BritishCouncil Library.  Great to be able to promote the amazing work of Bri… ,0
"@user Better Call Cruz"""" is as slimy a piece of the perverted former GOP and a prime example of why those used to be decent Republican Conservatives  need to  VOTE For BETO"""" ",1
@user #Foolish Why because some #idiots are doing whatever they can to sabotage him and @user  ? Liberals are acting completely immoral and have no respect for those millions of legal voters who voted for @user  #LetsGovern ,1
@user Then resign. You have done NOTHING to check El Presidente. You are part of the swamp and hold NO Nebraska values! RESIGN ,1
@user @user Leftists showing yet again how vile they can be ,1
@user @user Liberals have never been able to grasp consequences....your example is the perfect response...he will probably still be unable to understand it though. ,0
@user @user Ya and it looks like he is in a lit of the same MMA accounts as we have. Weird. ,0
@user 6 for his last 30 with 12 K's and he is catcher that CAN'T CATCH! ,0
"@user There is no such thing as an Antifa warrior"""". They are all coward bitches. Marcus Smart is tougher than that by far"""" ",1
@user @user Elon has been smoking too much dope and he apparently got a bad batch. Even I knew that vessel he sent would not work to rescue the #ThailandChildren. @user quit. ,0
@user So you are OK with Boris Johnson having to have police protection from Antifa/Momentum then? Tories are clearly scared of @user because the Tories know they are not delivering the Brexit that 17.4 million people voted for. Shame Tories do not condemn Antifa. ,0
@user Bullcrap ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hahahaha That was like a vacation with a bunch of liberals. Oops 😬 ,0
@user @user  @user blocked me also. I don't even know who he is ,0
@user @user Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is ,1
@user YES YOU ARE ILY OK ,0
@user @user @user I’m just pointing out it was the liberals that made this distinction. I am a Buddhist. I totally understand the global perspective. It’s just disingenuous to say your for a country but then say your for the globe. ,0
.@USER Liberals are steamrolling #TPP through Parliament without proper debate. Why are the Liberals hell-bent on killing Canadian manufacturing jobs? #cdnpoli ,1
@user @user They've been trying. A couple of veterans happened 2 b assaulted by ANTIFA. Wrong!! They were surprised! Fight kinda broke up the protesting😲 ,0
@user Liberals with their lies again. ,1
@user Are you going to become an antifa fighter now ,0
@user You are not ,0
@user @user how about charges against Ellison with 911 calls to validate and this was not when 17 ,0
@user Proud to be Antifa AF!!!! ,0
@user But we'll make it through this dark patch. History won't repeat itself. The evil of anti-Semitism can't count on the indifference and complicity that once killed millions. The good people of the UK and Europe will stand up for each other. You are important here. 2/2 ,0
"@user Authoritarianism is terrifying and destructive. Right now the Conservatives are authoritarian neo-liberals. Fascism is right wing, not left-wing. Centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"""" is unpopular."""" ",1
@user @user Hey Andrew which problems are specifically the result of Justin’s actions. You don’t seem to have any solid info to tweet and you don’t read  the articles you retweet. There aren’t enough conservatives in this county to get you elected. So you’d better start speaking to everyone ,0
@user @user Ppl must realize by now HRC only speaks when she is told to speak and only what she is supposed to say. HRC hasn’t had an original thought since college and probably before.   Research her pas with her SS guards and you will see how calm and considerate she is! ,0
@user @user Right!!! Politics has no place in anyone's reproductive organs OR their sex lives!!!! ,1
@user Tua has RB type vision. He is a 💎. ,0
@user @user @user She is really talking nonsense.. can she talk like this for Bible and Quran? ,1
@user @user When your bio is the most relevant piece of shit ever🤔👀 ,0
@user Believe in something. Even if it means sacrificing everything - like Hitler did ,0
@user @user @user @user “It’s the people that shouldn’t have them that’s the problem” EXACTLY!! That’s gun control! Keeping them out of the hands of those who shouldn’t have them. ,0
"@user @user @user @user @user Conservatives really need to come up with something better  for an excuse besides their worn out Hillary Clinton..."""". I've never defended either Clinton but trumps undereducated base consistantly assumes if ones against @user then they are for Clinton Thats ignorant"""" ",0
@user She is Evil!  How dare her. ,1
"@user your ANTIFA army are the dregs of society"""". I pay taxes."""" ",0
@user He is toxic even for alligators ,1
@user @user @user Ann's a smart lady and she is absolutely right!   #BuildTheWall ,0
@user @user @user Im not excusing his actions but the counter protesters had no right to block the streets  They are partly to blame as well  2 wrongs dont make a right just like antifa going around physically assaulting people and using weapons to hurt people  But your k with one side doing it ,0
"WHY ... it's their trail of corruption ... and they have so much of it going on, and at all times, they don't want any slips"""" ... don't want American people to know who they really are AND WHAT THEY'VE BEEN UP TO ... #MAGA ",1
You won’t hear it here!  Jobless claims lowest since 1969 (four years before you were born). DOW in record territory (how many times now since 1/17?). Got to be a pile of shit in this room of ponies (right @user at @user #MAGA ,1
@user @user She is flat out lying! ,0
@user You liberals have decided to walk that dangerous line; to allow accusations without any basis whatever.  Suppose someone accuses you of abusing your children. Don't you have the right to know who it is and on what basis they make the charge? Well? ,0
@user @user Not one of these “journalists” mentioned the arrest of the corrupt mayor yesterday. I guess they were busy not getting blown away in the wind ,1
"@user Unfortunately, both Liberals and Conservative parties , leaders and fringe parties no longer know what Canadians really think! They said they  know"""" , but that is House ping pong rhetoric ! Even the polls aren't reliable.  CANADIANS STARVED FOR A CLEAR STRONG VISION🍁MISSION! ",0
@user @user It's Bull Shit. We all know. ,1
@user The guy is not even a white Romanian he is a gypsy! ,1
"1) This argument that 'boyhood' does not deserve scrutiny only seems to apply to white boys &amp; men of high socioeconomic status. Kavanaugh should be judged for who he is today, influential political voices, mostly conservatives, argue, not what he supposedly did in high school."""""""" ",0
@user @user @user Antifa?  Lol. Really stretching there. Hee hee. He’s going down for obstruction of justice too. ,0
@user @user CAREFUL now soyboy stickman. Your arms might fall clean off. Dweeb. ,1
@user A letter she wrote was used as an exhibit by the ACLU in their lawsuit against the Trump administration on family separations at the border. She sounds connected. ,0
"@user @user I watched you on with Ari Melber and you were great. You are strong, articulate and have a large heart that extends to those who need a voice. Congrats to you. I guess we know Who's the Boss is Now""""!"""" ",0
@user Google anti-American? ,0
@user Disgusting.. pedophile ,1
@user I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons ,1
@user Ah... but aren't the railways so much better now they've been privatised by the @user  ,0
@user What they fail to realize is that if even 10% of Trump supporters decide to use force to protest like the lunatic left does now it will be like White Sleeves and Antifa soy boy. They really do not want to keep up this level of rhetoric. ,1
4 weeks until we go back to this awesome place. Some awful behaviour from adults staring at her skin but she is a wee fighter.  11 months clear now and her confidence back.  💙 ,0
@user Your so correct! Liberals r so easy to figure out! Make America great again  Get rid of All liberal Woman ,1
@user Confidence = Rigged ,0
@user BOYCOTTING the National Fools League ,0
@user None. Gun control is a proven failure. Just like in Mexico. Rather we need to reintroduce moral teaching into schools and fix our Brocken mental health system. ,0
@user He is such a good ad for conservatives ,0
@user Let her come to DC and testify by being safely surrounded by the DNC’s street army #Antifa and even let them wear those cute black masks. That way Americans can see the diversity of the Democrat party and how they protect their own. Good? ,1
&amp; you are myy brotherr❤️❤️ ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I guess you didn’t see the 9/11 ad that replaced DB. Glad you are up on things. ,0
@user @user You have a dick? Damn didn’t know bhadbhabie was actually a bhadtranny ,1
@user Why should #SerenaWillams be paying a fine for speaking the truth? She is not responsible for a #coach who apparently was trying to sabotage her - not just the referee... ,0
@user It's SO VERY IMPORTANT between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? #MAGA #NAACP ,0
@user @user @user GOV Brown needs a class on #MAGA 101. Also need a swift kick in the pants for insulating @user . ,1
@user Looks like ANTIFA thugs. ,1
@user I know but look outside the box its like when Rush Limbaugh lost his shit. They remind me of each other so in my head its funny. ,1
@user I love the way this pisses off liberals. ,1
@user @user Why do liberals preach gun control but go and get stupid with guns? ,1
@user @user Yes you are. you’re just too blind to realize it ,1
@user And here we go !!! ,0
@user He is kidding no one. His paper towel throwing stunt was seen around the world. He looked the ridiculous clown yet again. And we as a nation were scorned for the epic fail of a rescue mission to Puerto Rico. ,1
Trump’s border wall will never happen. #MAGA #BlueWave2018 ,0
The party of Bill Clinton and Ted Kennedy are accusing Brett Kavanaugh of sexual misconduct while he was in high school.  Think about that Irony for a moment. #MAGA ,0
@user He looks just like Fred with a moustache. HA HA ,0
@user @user @user You are neither authority nor arbiter. Have a seat. ,1
54 concert goers massacred in Fort Worth with 9mm Ruger P89. The NRA calls gun control research 'unethical'. ,1
@user @user @user @user Yes. Including the staff and the bureaucracy. ,0
@user @user Liberals ruin everything! ,1
@user Hah! Makes me think of my cat back at home &lt;/3 mighty hunter that she is! ,0
@user Hell NO ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Retweet to the end of time. MAGA Trump2020 and beyond. ,1
. My God. #TheEmmys  And the limousine liberals are sick disgusting animals with no brains.  . ,1
@user Another elitist who is out of touch with the patriotic Americans! ,1
@user @user @user If liberals are against Kavanaugh then he's the best man for the job. ,0
@user @user She is asking questions there are no answers for. ,0
@user @user @user @user He is probably trapped in his mind palace. E-Every android model has one. ,0
"@user I don't know where he is. He is often gone without telling me where he goes to."""" He shrugs his shoulder.  """"Why don't you go to your girlfriend?"""""""" ",0
"@user I read a comment from a women saying  why didn't you come to us when slavery was a choice, wearing MAGA hats and talking with Trump"""""""" ",0
@user I know a whole lotta people spitting a whole lot of bullshit right now idk if youll ever see this but I pray you feel no way responsible for what happened today. You have already been through so damn much. Just know that you are good you are great I love you. ,1
@user @user @user How dare you for questioning my service in a little thing called the Vietnam War? France surrendered Vietnam to Snowflake Supremo Ho Chi Minh. Liberals JFK and LBJ went in but refused to fight to win. We should go back to Vietnam to finish the fight. Restore the draft? ,0
@user Because you could not even begin to respond since you can’t speak in full sentences and your words are so limited ,1
@user A Whore MAYOR stealing the money and funded by Dems to bash Potus. WTF is the country doing with a 1960's power grid? God knows theres enough $$ to replace it. ,1
@user You are an incredible person pal. I know you won't ever convince yourself otherwise ,0
@user YOU ARE SO TALENTED I ADORE YOU ,0
@user @user @user @user Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality. ,1
@user @user You’re just as far away behind the goals at Hampden than you are at Wembley. There’s a lot of greeting faced people up here ,0
@user #StrataData #AI #data #hairball: @user TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data ,1
@user How about just F*!k her @user she is an instigating big mouth bitc* &amp; so is her evil friend. @user MY OPINION!!! #teamtani ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hey we just want everyone to know that you are for POTUS and 🇺🇸!  #MAGA!! 🇺🇸🇺🇸😁😁💥💥🔥🔥👏👏👋👋💪💪💪👌👌👍👍 ,0
"@user Democrats want more gun control.  I say    go to the range and practice,..  you will get better. """"  #NRA #maga ",0
@user Isn’t it time for the BBC to be asking some probing questions of the leader of the Scottish Conservatives..it’s in the public interest ,0
@user Yes!  We were.  Back again.  Thank you so much.  Hope you are all well..❤️ ,0
@user @user Two words: Gun Control ,0
@user @user Good for her.....  thats some fine gun control. Double tap to an ass ,1
"@user @user @user @user @user If you read this thread @user seemed to imply that the views and actions of Soros are the same as everyone on the left"""" (i. e. if you are """"left"""" you support Antifa)... did I misread?"""" ",0
@user @user @user @user @user Thank you mama cookie she is my long distance cousin. She will treat you well. ,0
@user She’s not trying to be a better person she is just trying to save herself from all the horrible things she did!! ,0
@user @user ah she is no @user ,0
"1. I largely regret looking to one more conservative"""" and """"more right leaning (perhaps even relatively speaking for America)"""" on topics relating to transgender in relation to modern incarnations of conservatives on YouTube (these people are referred to as """"anti-SJWs"""") and the"""" ",0
"US education can use a ton of rethinking""""  #TCOT #MAGA #RedNationRising"""" ",0
A videographer who reported on the violence of Antifa was found dead due to a tragic car accident. Police now believe his death was no accident at all.  Welcome to the tolerant left.  ,1
@user We didn’t lie! He is a fan tho!🤣🤣🤣 ,0
@user @user She held on to something “almost” happening (according to her) for 35 yrs and then decides to try and ruin his life?   She is the despicable.  Regardless of what did or didn’t happen. ,0
@user Americans need GUN CONTROL! ,0
@user He basically said I am changing the second character because I refuse to be associated or share the same last name as the rest of you. ,0
@user @user Good god woman. Shut up. If you liberals really believed this @user would have spoke out against this the day she received the letter. ,1
@user He is 100% and ballin' ,0
@user @user @user Alien-ilegal! See? ,0
@user It is so funny that she is scared of pigs. This could be a plot for your next children's book. ,0
@user China's theft of IP. Is between 400 and 600 billion in economic value. Stop that for  MAGA. ,0
@user @user So glad you are an American! Americans don’t hate....liberals are the true party of hate! ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user At least he is trying he is not busy tweeting hate tweets like u n your buddy aka Bishop Jonso!! ,0
@user Remember when for decades conservatives yelled at liberals and progressives for being moral relativists (they weren't)? That was fun. ,0
@user @user Gun safety reform? What exactly does that mean? Do you mean gun control? ,0
@user @user Me too! ,0
Looking into the shooting in Maryland but no info since the feed is nothing but protest. Why do the gun grabbers not want anything out. We know it was a female. #MAGA ,0
@user I'm calling it now he is still Superman but not for a long time.  I think WB is letting him do his own thing and down the road they're going to gear up for Man of Steel 2. ,0
@user The Tory country first is what @user @user meant. The rest can still suffer austerity that was caused by the rich banks. Parasitic Tories always have been &amp; always will be. The evil party that is the @user ,0
@user @user This is purely a move to block a nomination. Liberals said early on they would not vote for him. This made up story is a slap in the face to all who were really sexually harassed. It shows liberals really don’t care about any true victims. Power first. ,1
@user The only deep disgrace and abuse of rights is your existence in relativity.  Even the generation before mine knows who you are RAE.  Low life opportunist. Government over people. Suck a liberal dick you alt left Nazi! ,1
@user @user @user 2bn is notong term that shud b annually. ,0
So since Dems want stand on a soapbox over Kavanaugh exactly when  will you be addressing the sexual slush fund covering your backsides #MAGA ,1
@user The @user are currently polling 6% Chuka. Khan will lose London to the Tories at next mayoral election. But that’s the aim of the Blairite cosplaying Tories. Keep the Conservatives in power stop any real alternative to the Financial services 2nd British Empire gaining power. ,0
@user @user @user I think he is on crack! ,1
@user @user Tell us Blue. While NPR knows this kid with zero experience was railroaded by that shit Mueller with the help of an actual CIA spy Halper. ,1
@user He's  been  leading  the  Trump  opposition  since day  òne. ,0
@user Eric Holder......Globalist  Evil personified. ,1
@user Because he covers things up very well!! ,0
"5/5: @user The time is right for this House to respond to the concerns of all Canadians. Four out of five Canadians support stronger gun control and with good reason.” #guncontrol #cdnpoli #cdnhist"""" ",0
@user Destroy America is more the 24/7 chant from ALL democrats including Hillary. ,1
@user @user @user Democrat @user supports domestic terror group #Antifa ,0
@user @user @user There has to be a way where conservatives who look the other way and approve oF sexual assault and victim shame to endorse their political agenda and hatred are held accountable. Why don’t you sign your name so you can be held accountable for your lies ,1
@user @user So death tolls are determined by studies and computer programs? ,0
54 night club partiers slaughtered in Oregon with .30-caliber Universal M-1 carbine. The NRA calls gun control research 'unethical'. ,0
@user @user Agreed! It’s not gun control they want - it’s people control. Without guns we are helpless and they know it! Our founders knew this too  - #2A ,1
@user @user Sloppy and pathetic. ,0
@user @user @user @user @user @user Dirk isn't a plumber. He is top 25 all time. Dan Majerle and Danny Ainge shoudn't be mentioned in the same breath as him. ,0
@user Shooting in USA is so common no one is talking about gun control any more. ,1
@user I am drunk and listening to Wings. More fun than the Emmys for me?? Keep writing. You are the new Ebert. No pressure  ;) ,0
@user Feel sorry for the voters no good choice 🐷 ,1
@user @user That is funny...thats exactly how I describe him. #NotMyPope ,0
@user Never had. Let's fuck it up. ,1
@user @user @user As a kid of legal immigrants I can attest you are 100% correct. They follow the law to the letter in most cases because they worked so damn hard to get her legally they won’t do anything to risk their status. The illegals have contempt for our laws and pull the scams 24/7 ,1
"@user ATTENTION. @user is publicizing an ANTIFA TARGET list of Trump supporters. Some names are high profile and many are random Trump supporters. PLEASE report him to Twitter! They have NOT suspended his account. Chick the list for YOUR name under Lists""""."""" ",0
@user @user your ‘political analysis’ have been blinded by your obvious bias. Otherwise you couldn’t have come up with such wrong conclusions. Turnbull was the biggest threat to the Liberals existence. Removal also proved that there never was such thing as ‘Turnbull’s popularity’. ,0
@user It’d better be on Monday and who the hell are they to slow walk this and dictate terms? #MAGA ,1
@user @user There’s no crying in politics ,0
@user 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity ,1
@user What's that GIF called? ,0
"@user It's really slowing me down. I wanna ask if I could just bring in my personal mac and use that as my work computer but I don't wanna seem like that apple snob"""" but I'm over here shook."""" ",1
@user whens the next meeting? ,0
#Resist  @user @user Why aren't DEMS &amp; MSM blasting THIS story?? I can only imagine only FALSE stories against conservatives count. ,0
"@user @user Hillary was blaming women not too long ago.  Better hope the Uneducated"""" don't show up to vote again.    “It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”"""" ",1
@user K. Dog Shit. ,1
@user But you are much prettier .🌞 ,0
@user I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time? ,1
@user You said your complains for Fox News is nothing like Trump’s war against news media. You are right. Trump didn’t use “Espionage act of 1917” to spy reporters he doesn’t like. Yours is much worse and scary!! ,0
@user The team even know he is Ass ,1
@user As we should declare ANTIFA a terrorists group and investigate all of it's members. ,0
@user You sound like the Nazis my family came to America to go back and fight in their home. You have a lot to learn. Antifa is an Enemy of America just like the Nazi's ,0
@user Had to create a whole fake page just to talk  shit. 🙄 sis is really just miserable #sad ,1
@user Look who's talking. #MAGA ,0
@user he needs shielding from his nana too. ,0
@user AGREED 100%. They are the majority.  And there letting the #LIBERALS dictate how they want to proceed! ,0
#realtornggiveaway  How many are ready for our Friday giveaway?  Retweet if You are! ,0
"@user @user Everything else was ten years ago. """"  YOU ARE A LIAR, this is total BS propaganda from team Trump  his crimes were throughout the past decade, including up to 2016"""" ",1
@user Another person that should be blocked is @ CamilleKruger42. This person isn't vulgar but has some sort of agenda where he\she is copy &amp; pasting every one of Ed's tweets &amp; passing them off as their own. EVERY SINGLE TWEET. It's sick &amp; creepy. ,0
@user @user I never watch the NFL !!!’ Panthers suck by the way !!! ,1
@user @user best way to convince ppl the a moment isn’t unforgiving is to savage any person who dares question your forgivingness. ,0
@user @user ~ a friend of both myself and your father. So she is safe to talk to.” ,0
@user @user I believe he is formerly law enforcement before a career change. ,0
"@user @user @user No, we Conservatives have NOT.  It's smoken' mirrors by Establishmnt Dems who are inbred, demon possessed &amp; controlled by LUCIFER (father of lies"""") through Soros/Obama/Clinton ET AL @ this juncture in history.  #ReversePCism is KEY &amp; rebuke them ALL in the name of Jesus!!! #KAG!"""" ",0
@user thanks for the following and together we can help MAGA and KAG but most of all thank you for your service and your sacrifices for our country ,0
:( Conservatives and republicans alike should recieve AND GIVE forgiveness. Gimme peace fam. ,0
@user @user Why do they thing liberals don't own guns? We don't spend our life savings on them. ,0
@user He has the msm covering up ,0
@user @user Thank you sm! ,0
@user So what about your antifa children harassing and threatening members of congress at their homes? Or is that different? ,0
@user @user What an incredibly odd little man he is. ,0
@user @user is trying too hard to create a racist agenda. ,0
I think Judge Kavanaugh will be voted through next week after Mondays hearing unfortunately for him his reputation has tarnished by these vicious lies MAGA WWGIWGA ,0
@user How does he know Canada wants him? They seem to have enough problems with liberals right now. ,0
@user @user He is treason. He went to Iran for what?  To beg Iran to give them(the treasons) more time to get the power back so they can keep giving tax payers $$ to Iran the terrorists leader. ,1
@user @user I think she is great ,0
@user @user Horrendously sad that we all know who “he” is.   It gives me no joy to know I’m smarter than the president. ,1
@user @user Let's play a game called Spot the Bot!  My guess is this account above... ,0
@user @user The same left-wing lie. The Economist seems a teenage antifa Facebook post. ,0
@user @user You are welcome Casey. ,0
***Non-Union Submissions*** Alex is currently taking submissions for a show working tomorrow in Long Beach. She is looking for MALES who appear to be African-American or Hispanic looking and can portray... ,0
@user @user CHRISTINE FORD IS now saying she is not 100 Percent sure it was Kavanaugh. You better know for sure. Don't waste the American peoples time if you are not sure of your charges. Th Senate committee will ask you very probing questions you need to answer. ,0
@user Its clear you wouldn't listen anyways since you are more interested in arguing over the non existent racism of that tweet rather than calling out the ignorant white girl on display ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Of course.  Thanks for making my point.  ANTIFA has no clue what fascism is. ,0
"@user @user Prepared? All she has to say is  I don't remember"""" all the time and liberals will believe her BS."""" ",1
@user Let that sink in liberals ,0
@user call up @user about time he got a call up🙌🏻 he is showing he can perform at a big level! he might not be at a top 4 club but he can score give him a chance!.. ,0
@user @user @user still thinks she matters.🙄😆😂 ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user LOL!! Same to you! Awe!  How’s it feel to want for the first time gimmie?!  Is that a new feeling for you?  Has mommy kept you on the tit all these years and now you don’t know how to fend for yourself?! ,1
"@user #Republicans love to say it's too early to talk"""" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  Gun control works and R's just procrastinate"""" ",1
"@user @user Because you have paranoid and always spam OMG SHE IS 16 SHE IS 16 SHE IS 16 SHE IS 16"""" And you spam to everyone that SHE IS 16 and Credit Telltale in your every posts. It's so fucking funny for me. Chill out. No one cares that she's 16."""" ",1
@user Pussy and ass are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol ,1
@user @user @user Please take John Harwood's pen away.  He is incapable of unbiased reporting. ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Has to with the revelations of what the liberals have been up to. ,0
@user @user does that mean He still our #superman ? Pleaseeeeee say he is 🙏🏼🙏🏼🙏🏼🙏🏼 ,0
@user Can this guy get any lower?  One of the dumbest people in our country!  How did anyone in Arizona voted for this idiot? ,1
#WashingtonPost broke the story therapist notes Miss Ford stated four men assaulted her 😠 now it's two😮 #VoteDemsOut to end #DirtyTricks stop what's wrong with #DC #Kavanaugh #maga #FoxNews #Liar #CNN #msnbc #SenFlake #Wrong to use #MeToo for politics  #ChristineBlaseyFord ,1
"@user @user @user @user @user Antifa means anti-fascist"""". I'm not sure there is an Antifa organization, but there are millions who are anti-fascist.  Why are you not one of them?"""" ",1
@user  Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO?  #MAGA  #KAG2020  #DrainTheDeepState  #WalkAwayDemocrats2018  #LiberalismIsAMentalDisease ,1
@user not surprised. we need more fiscal conservatives not less to solve Illinois financial mess. ,0
"@user @user @user Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine""""  C'mon are you chicken?"""" ",1
"@user @user @user @user @user At least we have brains to fall out"""" in the first place; unlike conservatives who believe everything their handlers feed them."""" ",1
@user divine she is ,0
@user Thanks for the kind words! We're so glad to hear that you are loving the mattress! 😀 ,0
@user You go girl! God bless you and all the survivors and for getting young people out there to vote for common sense gun control ,0
@user Please leave my girlfriend alone I know she is too good yall don't understand. ,0
@user @user Liberals pitching fits again ,0
9.15am appointment with a specialist and she is already running 45 minutes behind schedule. Front end booking strategy so she never has in paid appointments all day.  The arrogance of medical specialists is impressive. Architects could learn a lot from them. ,0
@user She is buttering the media up...  Guilty... ,0
@user you are such a beautiful classy lady ,0
@user @user Hope he is feeling better soon. ,0
@user I expect to see a lotta yetis wearing MAGA hats. ,0
@user You are wise. ,0
@user I'm by no means an expert in how to pitch a gun control law to your congress. ,0
@user @user IT WAS OFF THE PLATFORM HOW IS THIS OK!?!?? ,0
@user @user @user @user @user What so democraps can do this to someone else? It's nothing but a smear campaign. Liberals just aren't honest enough to admit it. ,0
@user No he is waging war against you &amp; all of the horrible things you have done. ,0
@user Here she is @user 😞 ,0
@user @user He shot himself in a gun free zone.  So much for gun control laws ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I LOve pointing out to ANTiFA shit bags that they are in fact the thugs they claim to be against. ,0
@user Whoever you are you deserve this ,1
@user I wish I was a short as you. OOF. Im just as tall as Okabe and you are a size of R/Luka. lol ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user got you ,0
@user @user Not so much. Trump is mental. He is president. He responds badly to opposition; well to praise. Graham needs to get through Mueller investigation &amp; judges. Trump will then be asked to step down. Pence will be president &amp; will pardon whole family. New judges in place. The end. ,0
@user @user @user I have never understood why there are not more officers visibly supporting tighter gun control. It makes their job so much more dangerous with all these random people w/ their guns. ,0
@user That’s what we need. A nationwide vote on gun control. Let the people vote for a bill and force Congress to pass it if it’s the will of the majority. #PowerToThePeople ,0
@user @user why do you identify as antifa if you're transphobic? ,1
@user @user @user Bring it! I look fwd to the must-see TV drama where one of the most knowledgeable legal minds in the country (and SCOTUS nominee) will cross examine a lady re: events from 35 yrs ago that has already shown that she can't remember location/time/people involved. #MAGA ,0
@user That’s right #WalkAwayFromDemocrats  #VoteRedToSaveAmerica  #VoteRed2018  #MCGA. #MAGA ,0
@user Fuck bfa im going back to rift ,1
@user Fuck a drug test ,1
@user You are too kind sweetie x ,0
@user @user Popular side doesn’t equal winning side. Facts are that private schools do a much better job educating students than public schools. Public school teachers get unfair perks that they don’t deserve. It’s unfair to private school teachers. ,1
@user That or she is an awfully good transvestite ,1
@user @user Glad I wear Wranglers. So what gun control would you propose that will stop the criminals? ,1
@user @user If the banks fall then peoples money falls too ,0
@user @user Thoughts and prayers don't work. We need sensible gun control legislation. ,0
@user Cool!   And that’s the way it SHOULD be!!!! ,0
@user Girl so am I.. LOL he is actually grown now 😭 ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Followed all Patriots 🇺🇸 #MAGA 🇺🇸 Thank you in advance for your follow back. 🇺🇸#MAGA 🇺🇸 #VoteRED ,0
@user 16 vic had 2 games with multi sacks against OT are ? in playoffs that same yr no impact. He is a 6.5 sack guy. You look at his frame compared to 58 and 52 he should be mix between the 2 as a former OT he does not bend the corner enough after intial punch and he quits ,0
1 it doesn't matter how ANYONE feels 2 anyone can talk about something. there are no segregated conversations. unless you are a regressive. ,0
#ShameOnYou #conservatives proud of yourselves for inflicting such horrors on the folk of #Palestinian.…... ,1
@user She is very cute so she can get away with this ,0
@user @user ⛏️ hmm.. closest emoji to a shovel go figure... ,0
"@user @user @user It wouldn't surprise me a bit. Just like they falsely call conservatives, Fascists"""" and justify physically attacking them. """"Trump's a Nazi, kill him!"""". It's just a matter of time before they suggest it."""" ",1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Let’s just keep on #MAGA!! 📣#MAGA!!🗽🗽🗽🇺🇸🇺🇸🇺🇸😁😁 ,0
@user they're just wasting their money dims don't read books and conservatives don't read smut ,0
@user Carter was the worst one term President until h was passed for that title by Oba our first Black Racist President!  Kinda like  a Black Jefferson Davis! ,1
@user @user It sounds like you are describing the trumps ,0
@user @user You can convert but it's very hard and discouraged. If just your father is Jewish you are not Jewish ,0
Trump Is Making America Great Again   via @user ,0
@user @user 🤣🤣😂😂😂😂 He is a communist fool!!!! ,1
